项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_MYZZ,北京密云项目住宅,285254841.9892905,287851665.1776047,-32627439.01668876,-33015836.095864233,281900698.80999994,-32158400.840000004
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,137090875.69724208,150602523.72378287,4342164.648644133,4776381.116166276,132948334.2714954,4133798.420695653
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,610153929.4578549,668117101.4865303,6692638.850709181,7328433.94770004,607965814.89,6676427.2
U_ORG_XM_BJQMCQGZ,北京前门B2B3地块重启后改造工程,17950328.100136478,19565857.621053167,4737996.082682434,5164415.727987017,17622166.27,4651377.640000001
U_ORG_XM_QHBT,北京清华大学北体育馆,255733306.27688727,279175449.6851919,107117133.84316696,117228696.08250831,251137707.43,105760793.31
U_ORG_XM_QHSSM,北京清华大学苏世民书院,385025101.11278486,388240931.5000247,0,0,378076840.78000003,0
U_ORG_XM_RJZX,北京如家北纬路店装修,972769.9396205556,1060319.2342299893,424442.0761419002,462641.8630136878,969851.63,423168.75
U_ORG_XM_SMKYDL,北京生命科学科研大楼,133822650.69612773,133924596.31089212,16832518.700202264,16833668.98976883,129863456.28999999,16329121.92
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,81472336.17383114,88785619.7003572,-2836992.5009839484,-3229700.373023942,79525992.19,-2722368.58
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,279605902.10249805,280622979.3522448,43498086.217004694,43564366.26200212,275866924.0499999,42932408.26
U_ORG_XM_NGZCXQ,北京石景山区南宫住宅小区,256570580.19731325,257158113.842113,-8444239.755279446,-8461981.137031406,246355624.97999993,-8129023.7700000005
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,1738302181.7481198,1790451247.2119305,53014933.10692309,54605381.1014332,1726461090.6276598,52597754.53
U_ORG_XM_RHYY,北京市仁和医院二期,151557360.4206528,155647441.21830264,-5638.954440748203,-5403.562939466778,149123350.04999453,-5286.4100000000035
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,236775396.37240198,238274452.53783664,145937.06765642017,147079.1864529639,212387743.4,156587.98
U_ORG_XM_SDYKDKYL,北京首都医科大学临床科研楼改造,3295557.93243804,3815095.4227326857,30810.01650124433,35667.14812421999,3265398.78,30528.05999999959
U_ORG_XM_BJSKWKJD,北京首开万科天地机电,22185455.62116735,22851019.293969803,4718868.0995385535,4860434.143411128,22000460.940000005,4679519.55
U_ORG_XM_SKWKZX,北京首开万科中心,511106511.5347753,523744370.0843413,13023355.267456228,13326653.717668679,498543301.01,12636211.24
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,96546781.4098644,105235991.98483145,94022417.42760734,102484435.24039811,95554780.21,93059930.17
U_ORG_XM_BJSYHSYGYCQF,北京顺义后沙峪共有产权房,634561310.5719558,691671828.5174441,307121704.54142916,334762657.94702804,632139098.7682312,306352174.7244001
U_ORG_XM_BJSYMTZ,北京顺义马头庄,789229082.7745135,861856601.8961289,101323628.3939545,110789078.7213296,768518337.4380403,98540720.76630001
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,107304904.49861518,116962345.90449345,106742128.70226523,116348920.28646487,106517868.37308648,105959594.78308648
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,469103329.9918577,517203894.56761044,69859249.09365109,77165077.66201997,454521140.47,67733908.28
U_ORG_XM_TH008,北京台湖公园里008地块,124701828.79801142,137458625.70331886,10047103.001478158,11075889.153568493,117903587.7,9527626.440000001
U_ORG_XM_BJTGLGZ,北京太古里改造,141499278.6698648,154994985.78844613,9913505.54825292,10857572.196857244,140456622.56999996,9862280.950000001
U_ORG_XM_BJTKSQ,北京泰康之家燕园三期,180498361.43748525,196743213.9679777,180498361.43748525,196743213.9679777,178693377.81992766,178693377.81992766
U_ORG_XM_BJTLDYQ,北京天利德一期厂房,17386259.294510745,17560725.742222134,3598089.2722015814,3634268.7301903423,16696246.780000001,3456009.62
U_ORG_XM_TTTKJY,北京天通泰中以文化数码科技园,933436012.3124427,937231460.7551137,71924.55860236284,72269.15033199752,924199962.3900001,70412.87
U_ORG_XM_TZWKZX,北京天竺万科中心,111957300.56474477,113169568.79683113,-126132.67912288751,-127340.44709210383,109168286.10000002,-123073.50999999791
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,51733576.205009945,56409395.10434656,44151681.264466755,48142079.7607057,50763766.96,43331277.24000001
U_ORG_XM_BJTZWG,北京通州网络安全技术研发厂房,227438947.6069284,247908452.8895067,227438947.6069284,247908452.8895067,224963929.71000007,224963929.71000007
U_ORG_XM_BJWKFCGYJD,北京万科翡翠公园机电,16874867.689852748,18393605.778211035,-370457.32860538363,-403798.48809801653,16329508.510000002,-358484.95000000007
U_ORG_XM_WKFCYT,北京万科翡翠云图,638282329.3218212,699326496.4926693,110510031.03503485,122045537.68411514,598812434.498641,102859068.44
U_ORG_XM_BJWKQXS,北京万科七橡墅,573340160.6248842,624349964.2376634,65438935.355344705,71232734.46637706,518783145.1278199,59281586.558650486
U_ORG_XM_BJWKWX,北京万科望溪,289075657.94593406,315092467.1649198,103318130.15506738,112616761.87124348,285440126.97999996,101907333.12
U_ORG_XM_WJSHZX,北京望京SOHO中心,69695095.69375083,69804286.82952666,0,0,57115097.4,0
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,221181969.7300955,243503284.04357415,27044167.137784366,29777000.599264227,219541264.60000002,26847240.87
U_ORG_XM_BJWLCXX,北京未来城学校,52758219.06338958,57506458.782262504,23239136.996075332,25330659.327117506,52505131.63000001,23127656.1
U_ORG_XM_BJWLCXXZB,北京未来城学校总承包,560772074.3753812,611241561.0742866,560772074.3753812,611241561.0742866,436721473.1029999,436721473.1029999
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,206407161.30359095,210622586.31039917,2958523.3064289605,3018825.051548127,199170916.44407704,2836334.404077
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,77161576.50740618,78566097.53707954,5732743.930769301,5844774.246068589,73117937.42999999,5319340.56
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,343625782.2399989,374219196.719761,22684325.7253185,24726063.204842277,341908204.80999994,22552457.86
U_ORG_XM_XCQ9HZCB,北京西城区金融大街9号商业办公扩建（总承包）,272541579.5322123,277011769.4634501,-578.9771284502101,-596.3464422469682,270623052.96000004,-526.5600000005215
U_ORG_XM_XDWLEQ,北京西大望路二期,143162867.7601873,157323189.86684042,16525567.494772583,18182533.96717583,142278002.604556,16426455.73
U_ORG_XM_BJXHFTFKT,北京西华府商办楼通风空调工程,33430453.952741366,34433367.57179184,2582755.72092183,2660238.392585659,32958632.360000003,2546303.9299999997
U_ORG_XM_XZMGZ,北京西直门南小街115号综合维修改造,1086296.0808619861,1184062.7281195526,1086296.0808619861,1184062.7281195526,1075433.12,1075433.12
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,546785888.2882127,591797928.284333,15369278.645010846,16954535.837261084,543225587.9223032,15362759.906116996
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,247135551.8474064,274320462.5254149,21340506.575100414,23687962.376977965,242237847.80136892,20716355.899999995
U_ORG_XM_WKCYWYCZZX,北京祥筑万科长阳文娱创作中心,45740232.43959289,50300633.516660415,3030681.105647072,3333196.1079989476,44626621.024270006,2954902.81
U_ORG_XM_BJWKZYC,北京祥筑万科长阳中央城,162068144.57896113,166565468.25392288,1092871.2680429327,1125657.4060747193,159204634.40999997,1072969.1400000006
U_ORG_XM_BJXHBX,北京新华保险大厦改造,116042502.56444494,117004135.46732229,-8839205.806332085,-8912455.443268446,113416440.96000001,-8543801.26
U_ORG_XM_XJCAZF,北京新机场安置房,619839996.2408065,636659253.8207802,3053134.777517098,3143509.9266325636,616228594.49,3022279.2799999937
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,420342509.42724985,465904031.84863245,64125951.442701645,71169656.68616581,406538889.1097477,61975656.67
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,660019475.9117483,728928055.52265,7097999.186476748,7832308.864432022,644222592.4207429,6925097.071743002
U_ORG_XM_XJCXXZX,北京新机场信息中心,26877410.480145164,28830922.704995826,806143.2501530227,845988.987962963,26328914.240000002,783013.36
U_ORG_XM_XJK1H,北京新街口1号工程,278437910.1131225,303497322.01625526,239805904.48212263,261388435.87756932,274350910.17653567,236277379.2965357
U_ORG_XM_BJXYDHLWJD,北京新一代互联网云计算产创基地机电,83208217.99889112,90696957.6223869,37861317.41850235,41268835.98780363,82631952.53,37599105.699999996
U_ORG_XM_YZYJSZX,北京亦庄云计算中心,56128535.21657785,56804568.55694342,0,0,37836962.06,0
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,149763746.0304546,163648850.49691278,8911915.470774407,9747672.009475127,147153925.39000002,8675751.59
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,26927678.29825387,29288414.282460608,26927678.29825387,29288414.282460608,25758931.869999997,25758931.869999997
U_ORG_XM_BJYABGZX,北京永安宾馆装修,134043581.34385195,140471731.4624283,5858964.246270377,6145923.317421546,132845323.97999999,5792122.6
U_ORG_XM_BJYDHHHLJZL,北京永定河混合垃圾治理,21328746.669281285,23248333.866328444,21254.98656775231,23167.935355672882,20966276.59,20893.77000000002
U_ORG_XM_BJYYYH,北京远洋瀛海,793516815.8418602,864977702.6875871,108285799.63015613,118103855.54864934,784899190.384128,107210822.63
U_ORG_XM_BJZYLHC,北京张仪-莲花池π入岳各庄220千伏线路,561616.2210880993,612161.6810592468,561616.2210880993,612161.6810592468,558808.14,558808.14
U_ORG_XM_ZSJMDK,北京招商嘉铭10地块商业办公,245990724.29324347,249774012.38693282,0,0,244151278.31,0
U_ORG_XM_BJZSJD,北京招商嘉铭酒店,2900930.950937814,3220033.3575737625,0,0,2566080.45,0
U_ORG_XM_BJZCCF,北京中钞厂房,372545458.6029391,409800004.5232929,133769779.8681165,147146757.87510526,366930826.05370003,132113035.0597
U_ORG_XM_GMSQB,北京中国国际贸易中心三期B阶段工程,815643600.647409,819793273.2825018,41034959.00766594,41243809.26558104,798314854.8199997,40162814.78
U_ORG_XM_BJZGYD,北京中国移动博瑞琪大厦装修改造,97143230.16587064,105886120.88076976,97143230.16587064,105886120.88076976,96484505.55,96484505.55
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,488747923.6058413,532735236.7315613,34676096.56921951,37796945.26034833,467215590.3089002,33305196.220000003
U_ORG_XM_BJZXZS,北京中芯北方BO2剩余楼层装修,40771298.6282638,44440715.507491484,40771298.6282638,44440715.507491484,40537292.81,40537292.81
U_ORG_XM_ZZWKGC,北京住总·万科广场,33174981.736261826,33254603.788484488,4268920.898159179,4279166.578032942,30007936.11,3861388.879999999
U_ORG_XM_ZHJFBG,北京总后京丰宾馆老客房楼改造,11563708.85626463,11910620.123255754,18158.055756014703,18702.797430741484,10856307.44,17047.25
U_ORG_XM_ZGRNJCYGZ,北京最高人民检察院西区改造,18928631.14083821,18928631.140838213,-278373.2106746287,-278373.21067462873,14658329.62,-215572.18000000156
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,671827536.5498607,677913815.1372571,231171.6955773065,231784.55679349747,662158192.4599999,232740.94000000955
U_ORG_XM_CZQLDXF,常州青龙西路定销房,128038139.04631825,139561571.56611902,14939823.734117327,16284407.870808449,121751878.31400001,14184281.05
U_ORG_XM_CZXBQZZ,常州市新北区住宅EPC,56429250.31255771,61507882.840859264,56429250.31255771,61507882.840859264,54780906.64,54780906.64
U_ORG_XM_CZXBQZZFZ,常州市新北区住宅EPC(发展),13161771.025013372,14346330.41701233,13161771.025013372,14346330.41701233,12432609.79,12432609.79
U_ORG_XM_CHOFG,巢湖欧菲光光学光电产业基地建设,651464077.943384,710095844.9610165,591059237.6645223,644254569.0570406,624661493.9602981,566762938.950298
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,557630347.211547,573979729.9419059,15963657.146031674,16442566.860392215,550036202.4499998,15715615.069999998
U_ORG_XM_CDCHQSPZZSQ,成都成华区跳蹬河南路9号新建商品住宅项目三期,0,0,0,0,0,0
U_ORG_XM_CDCHQSPZZ,成都成华区跳蹬河南路9号新建商品住宅项目一期,254962177.99098855,277908774.0098,171839563.83611172,187305124.58124644,246036947.39550003,166145919.27
U_ORG_XM_CDDJBX,成都大家保险金融广场机电,51128364.90301856,55729917.74397856,51128364.90301856,55729917.74397856,51006229.7,51006229.7
U_ORG_XM_CDDYHQJBZ,成都大运会安居保障EPC,11435207.849389939,12464376.555809341,11435207.849389939,12464376.555809341,11428031.95,11428031.95
U_ORG_XM_CDGJTLGZLZX,成都国际铁路港展览中心,27636119.61745895,30399731.58988409,582405.4365441412,640645.9857515607,27255518.060000006,576344.3799999999
U_ORG_XM_CDHJSSJ,成都黄甲尚善居C区,504549195.80026007,555004115.4279304,35776192.02016936,39353811.22579914,472398649.8026265,33516465.465728164
U_ORG_XM_CDTFC,成都江宇天府城,193974102.96040183,196188515.77780545,459318.60079479404,464811.97579695954,190623759.05000007,450792.94000000134
U_ORG_XM_CDJNRCGY,成都金牛人才公寓,840556206.7639369,916206265.3715277,255311973.13080817,278290050.71134675,825053121.878909,250955400.94852233
U_ORG_XM_CDJTWFPPPJT,成都金堂县五凤镇新型城镇化PPP（集团）,40785557.30398701,44864113.03887212,11940870.48512858,13134957.534954933,40377701.730000004,11821461.78
U_ORG_XM_CDJTWFPPP,成都金堂县五凤镇新型城镇化PPP项目,414430793.8802035,455743679.26574534,34645082.84324714,38098211.11625904,411889820.8581502,34439046.46694999
U_ORG_XM_CDJXJC,成都锦绣江城EPC,379304326.6815914,413441716.07995594,214262033.6938873,233545616.72353914,370700276.38356364,209894408.71766788
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,206151386.63931537,227491974.30852282,27330659.815516494,30157701.867091313,205040229.51360005,27132214.4
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,434108637.89135695,473178415.3289602,67098361.64103036,73137214.19199483,432462269.75189114,66834284.509136006
U_ORG_XM_CDJDFCKFZ,成都京东方第6代柔性AMOLED触控一体化显示器件（发展）,7583312.570423301,8265810.699988039,287933.0795825262,313847.0565396739,7400609.80213592,275132.80213592004
U_ORG_XM_CDJDF6DX,成都京东方第6代生产线,2058864416.6742914,2104662613.1846654,-10052729.089203224,-10276345.981417822,1713646356.139999,-8536105.810000004
U_ORG_XM_CDJDFJD,成都京东方第6代生产线机电A标段,137255934.27393016,151806351.41708794,21813350.57285683,24125770.446022857,136218057.33999997,21648406.35
U_ORG_XM_CDLTGC,成都乐天广场,655942326.6349263,716283174.958328,128567326.55107455,140397003.19280228,623454098.0349925,122135679.13207763
U_ORG_XM_CDPJSQZHT,成都蒲江鹤山街道办社区综合体,459201710.8847143,500529864.8676289,111240025.4063383,121251627.69380385,438300637.5515504,106144871.4624525
U_ORG_XM_CDQXYG,成都千行云谷,32949251.040223505,35914683.63139171,8732504.941926204,9518430.386049736,32702505.07,8667110.120000001
U_ORG_XM_CDQBJPPPFJ,成都青白江区PPP·房建,504296694.2311988,556539619.2792131,28619725.63493835,31584884.896282814,489677419.01071787,28085545.520000003
U_ORG_XM_CDQBJPPPSZ,成都青白江区PPP·市政,86557397.89745192,96078711.66449022,1991304.889655259,2210348.427478656,85740257.31,1972506.0799999996
U_ORG_XM_CDQBJPPPSZFZ,成都青白江区PPP·市政（发展）,29947825.221833814,32643129.494271595,106015.87158942399,115557.30004122568,29798904.67,105488.68999999994
U_ORG_XM_CDSJZAZF,成都青白江区大同集中安置房,946239110.7665912,948766690.2365973,6631825.335393766,6649462.67585238,748501988.6000001,5207895.5
U_ORG_XM_CDDTAZF,成都青白江区大同集中安置房(二期),638080082.7235541,657222485.191005,46924923.26392771,48332670.96062275,635137358.3495089,46710473.24
U_ORG_XM_QBJWTZX,成都青白江区文化体育中心,641309438.296998,643272804.8555515,20398.590478809674,20460.8259663824,627992424.07,20000
U_ORG_XM_QBJZHDD,成都青白江区智慧大道,130774996.95262396,144275685.96391633,4003716.9672088744,4416743.426310991,127015120.55999997,3880925.650000001
U_ORG_XM_CDSLZHKF,成都双流TOD综合开发,22628067.124618635,24664593.165251136,22628067.124618635,24664593.165251136,22471303.65,22471303.65
U_ORG_XM_CDTDJD,成都泰达时代中心机电,74146943.44280156,74834209.58668399,44967.774464599046,45410.872672405785,65979774.47999998,39702.189999999944
U_ORG_XM_CDTHTFLZX,成都泰和泰国际法律服务中心,269871.583793691,294160.0263278118,269871.583793691,294160.0263278118,264399,264399
U_ORG_XM_CDWJQBLT,成都温江区BLT,239466017.64173177,262201886.6172075,31917422.83346331,34611009.79184686,239062491.09792808,31867971.42000001
U_ORG_XM_CDWJQBLTFZ,成都温江区BLT（发展）,232970811.77388236,257062295.8765334,13394779.74444992,14859251.978835616,231756160.76237726,13323569.537
U_ORG_XM_CDWJRX,成都温江区蓉西新城新居B区,856942154.5145742,882650419.1816326,0,0,689906282.5099996,0
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,822259300.7299567,904485230.8084995,68315977.66052423,75147575.42708467,761432268.2838798,63359867.62063025
U_ORG_XM_CDXDAZF,成都新都区成青苑及桂荷馨苑小区,629011186.1220436,690625270.9211022,204768036.74510723,223372370.3435042,580846623.4099182,189401457.5079006
