项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_JCGJD,晋城光机电产业园一期项目EPC总承包,169871766.6098038,184995967.7887952,169561342.2769373,184657605.26597124,168619303.70878005,168311192.98878005
U_ORG_XM_HZCNYG,杭州菜鸟西湖云谷产业园,184464153.9142974,201065927.76643065,168624532.18500152,183800740.08151132,178292711.46000004,162983020.95000005
U_ORG_XM_SHGKBDT,上海格科半导体,167962664.26368493,183079304.05006993,167962664.26368493,183079304.05006993,165945131.31000003,165945131.31000003
U_ORG_XM_BJGAZXGZ,北京港澳中心改造,325822406.54124045,355146423.12094545,165699799.68935567,180612781.65572006,319286177.4991634,162730519.89
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,266503773.02530363,290489112.5820285,160491731.78274894,174935987.6338305,260272804.91100007,156739368.90999997
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,521361361.5321806,568452839.9531608,156257674.83663565,170527970.58892572,495273841.4087835,151235562.76932326
U_ORG_XM_XJK1H,北京新街口1号工程,193495734.33432096,210910350.42216915,154863728.70332104,168801464.28348318,190593644.08586565,152520113.20586565
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,163413648.79317635,178120877.18382445,154221026.32581073,168100918.69443402,162075361.01000002,152962415.31000006
U_ORG_XM_BJFSHFZYGY,北京房山华发中央公园,270187219.7823064,295422975.5966827,153572792.43580416,167852708.11656085,258171287.50076947,147575326.1307695
U_ORG_XM_FSLSHLYZL,佛山市南海区里水河流域治理,302004565.1377402,329184976.0014274,153389860.46675432,167194947.90928763,301448261.67,152877309.37
U_ORG_XM_TJZX,天津中芯P3厂房,151812601.49543354,165475735.6303315,151812601.49543354,165475735.6303315,151030654.70999998,151030654.70999998
U_ORG_XM_NTJSY,南通金属园阿里云计算数据中心,148705292.33821678,162088768.64955285,148705292.33821678,162088768.64955285,146473112.33,146473112.33
U_ORG_XM_WLCBKS,乌兰察布快手智能云数据中心,147917503.9060548,161230079.255031,147917503.9060548,161230079.255031,146569931.28999996,146569931.28999996
U_ORG_XM_JL43015GC,吉林省43015-3EPC,237342259.2458041,259068210.78116032,147136940.1754267,160723063.03657,236825503.9857,146609955.6
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,3465119707.084297,3800054674.948038,145326470.86674786,160361839.74973726,3450652414.590001,144590492.11
U_ORG_XM_BJTZWG,北京通州网络安全技术研发厂房,142824909.7915397,155679151.67158857,142824909.7915397,155679151.67158857,141949160.73000002,141949160.73000002
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,1434061607.788094,1472854026.5421596,140191387.71521983,143564308.39742017,1338840707.9800003,121369792.18000002
U_ORG_XM_JJXJKSLYQ,九江新建快速路一期,209669575.5454988,227708771.96792915,138585544.07990438,150227177.67009467,205224634.3048543,135833695.22485432
U_ORG_XM_CDJXJC,成都锦绣江城EPC,301412847.45617276,328540003.72578686,136472462.8120483,148754984.4638722,294333438.4235635,133527570.75766796
U_ORG_XM_SYJLDK,沈阳市沈河区金廊22-1地块,135089287.0355945,147247322.86866167,135089287.0355945,147247322.86866167,133756107.34999998,133756107.34999998
U_ORG_XM_FSJRJRCHY,佛山金融街融辰花园,428406488.9842881,466570949.8036565,131892462.69524735,143725717.5473949,407357416.7611304,125365997.21740998
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,603121149.7863189,655880240.7929382,129859128.7313806,139898552.13032007,556353287.6841999,126060058.57000001
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,1359839379.3220918,1490704222.240478,128702812.81376691,141168276.00448334,1352818141.5647528,128034008.42852832
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,428637394.88776284,468783686.51208216,124489704.35483116,136105686.1614258,412352911.0455001,120240524.13
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,1800273535.2542043,1988945724.8866525,124340661.77754906,137342522.08812377,1792213424.8544471,123907363.13000003
U_ORG_XM_GZBLSYL,广州保利三元里,380030405.35823405,414816355.3462976,122585672.51062517,133796559.11295407,375803089.5509896,121238288.72423464
U_ORG_XM_ZSYH,中山宇宏健康花城二期四段,122554629.18404622,133584545.81057528,122554629.18404622,133584545.81057528,122533239.02,122533239.02
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,380868798.68422675,392294862.6517617,122199730.48484997,125865722.40284947,354031467.002059,115356272.21051481
U_ORG_XM_HTDXJSSS,北京航天工程大学军事设施建设,252502238.56420588,274915874.1429345,119153278.46271418,129706114.89031874,251673617.19080007,118724159.05000001
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,200063416.0554008,218069123.4954784,117420404.86011347,127988241.29433301,193485755.71999997,114352436.04999998
U_ORG_XM_CDCHQSPZZ,成都成华区跳蹬河南路9号新建商品住宅项目一期,200248791.31248987,218271182.53023583,117131419.95721503,127673247.75324838,193060965.3355,113169937.21000001
U_ORG_XM_HEBZGBY,哈尔滨中国北药智慧产业新城A1地块,154924456.5400384,168867654.81272823,116925738.68971644,127449052.35587406,149317866.5969,113161068.55690002
U_ORG_XM_CQHFBJSJ,重庆华发·滨江四季,228999304.10627276,249609633.70307687,116453856.84166819,126935096.1821497,212393138.23732495,108013560.93999997
U_ORG_XM_BJDCBGLGKJ,北京东城办公楼改扩建,196104815.19996968,213316285.86832762,116426429.74513036,126700323.87134919,186470362.03797638,112905474.3288764
U_ORG_XM_GDHYSQ,广东阿里巴巴云计算数据中心河源源城区三期项目,115014988.07693492,125366337.0063413,115014988.07693492,125366337.0063413,113883255.27964582,113883255.27964582
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,520756629.636562,567624726.3037775,111260467.99106416,121273910.10893376,518181110.63032806,110933851.55109087
U_ORG_XM_HZHKGD,杭州海康高端安防产品及红外传感芯片研发、产业化,205378818.51511955,223862912.18159097,110569828.6578245,120521113.2356382,203806947.04597998,109701190.93597999
U_ORG_XM_SZYBXQ,深圳职业技术学院北校区,173464377.17157665,178668308.48730353,109562951.34926775,112849839.89011203,172067358.21,108680554.03999999
U_ORG_XM_WKFCYT,北京万科翡翠云图,637046098.9652932,697953310.1793077,109136314.79697214,120519634.09617215,597520756.6486409,101567390.59
U_ORG_XM_BJHQZTGY,北京环球主题公园,1230079917.4147363,1341972759.7673717,107920215.21128032,117731985.84136565,1195319149.7911997,105515127.86400002
U_ORG_XM_BJGJKJCBZX,北京国家科技传播中心,333496410.73234534,363986413.3930915,106453724.27277027,116173465.06900337,285647593.8419202,92408687.26000002
U_ORG_XM_GDHYJDEQ,广东阿里巴巴云计算数据中心河源江东二期,103685648.11957383,113017356.4292713,103685648.11957383,113017356.4292713,103133401.24334219,103133401.24334219
U_ORG_XM_SZXGDX,深圳香港中文大学二期II标,103415914.47070397,106518391.90517257,103415914.47070397,106518391.90517257,97821319.56000002,97821319.56000002
U_ORG_XM_FSJHGCEQ,佛山捷和广场二期,314565643.7445794,342958031.701188,103193986.27201225,112505035.60738268,297795235.1385367,97611373.42000002
U_ORG_XM_BJYYYH,北京远洋瀛海,786225065.7804279,857023035.7889813,101132610.12048747,110300235.81249475,777814455.8641279,100126088.11
U_ORG_XM_TJWQDK,天津武清080地块,219516558.06625748,239273048.28596202,99235483.02688518,108166676.49981074,216846939.28448656,97930692.12606424
U_ORG_XM_SZWXGY,苏州文星公寓扩建项目（二标段）,98594074.69506773,107467541.4178224,98594074.69506773,107467541.4178224,96592756.04,96592756.04
U_ORG_XM_WHSZSSZB,芜湖三只松鼠研发运营中心,150553521.75723094,164067560.61701575,98441078.99200466,107278555.11278334,149313625.58,97646328.77000001
U_ORG_XM_CDPJSQZHT,成都蒲江鹤山街道办社区综合体,445144034.7797516,485206997.9130807,97182349.30137563,105928760.73925564,424895243.70155036,92739477.61245249
U_ORG_XM_NJHSXFDJC,南京华夏幸福大校场项目G地块,122141180.43403664,133133886.6731703,96422314.71772423,105100323.04237497,121535112.83532698,95943864.77532698
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,758051504.8034343,841280788.0259035,95895028.92328623,106401162.19174445,720824441.11175,91903994.31175001
U_ORG_XM_HNXYSWBG,河南新乡中蓝商务地块自持办公,160582868.41271538,175035326.56896538,95635057.43423834,104242212.60274807,129789252.70000002,77265754.07
U_ORG_XM_BZDERMYY,山东滨州第二人民医院西院区,187169915.06903177,204015207.4278077,95296447.99742924,103873128.31813334,186787038.7345898,95074942.3445898
U_ORG_XM_DYDWDYMYY,德阳市人民医院城北第五代医院,94157952.42287907,102632168.1414473,93542733.31236626,101961579.31098501,93035984.69000001,92428096.41000001
U_ORG_XM_RHALYEQ,杭州仁和阿里云计算数据中心二期,114306532.99316353,124594121.40288733,93223960.7138069,101614117.53717296,112968993.36990002,92133115.4399
U_ORG_XM_GDHYSQJD,广东阿里巴巴云计算数据中心河源源城区三期机电,93246132.73131531,101638284.67431879,93134377.04213129,101516470.97310854,92733047.54,92622149.22
U_ORG_XM_DXKAZFJZHZZ,北京东小口安置住房及综合整治,164029613.86169857,178792279.1085874,91845246.60143371,100111318.7953113,162778836.7,91178863.42000002
U_ORG_XM_XALXHJD,西安利星行酒店,172956292.63531017,188522358.97886094,91563800.98825108,99804543.07861915,155468455.61528635,86313479.51000002
U_ORG_XM_GZCSJ,广州超视堺第10.5代TFT-LCD显示器件生产线,2277841799.625219,2505305522.8517118,91230204.53526801,100362621.5671944,2270406230.8802996,90931674.67
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,92815136.9657128,101168499.53333111,90290772.98345572,98416942.78889777,91864395.49000001,89369545.45
U_ORG_XM_BJSYMTZ,北京顺义马头庄,775026218.561746,846333040.2756017,87120764.18118697,95265517.10080235,754722927.3480403,84745310.67629999
U_ORG_XM_CQYSCN,重庆亚士创能长寿综合制造基地,86862793.1394756,94680444.51206271,86752543.12421544,94560271.99544449,85552100.84999996,85443603.80999997
U_ORG_XM_CDZG,成都紫光存储器制造基地,713525552.7668058,777737723.4065577,86667771.71367255,94468506.15062726,698953043.8576963,84901723.65273647
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,3180021914.6578093,3509068927.0397773,86575229.30091797,95242807.29063553,3168426880.6194673,86462084.32999998
U_ORG_XM_SZYCGSHLZ,苏州虞城(姑苏)±800千伏换流站土建C包,86425175.3151637,94203441.09577864,86425175.3151637,94203441.09577864,85367746.07183324,85367746.07183324
U_ORG_XM_HZDTSHX,杭州地铁3号线一期工程星桥车辆段,213885246.53961366,233134918.72854328,84710408.81959084,92334345.61262867,212914276.88240704,84321857.6073585
U_ORG_XM_CDLTGC,成都乐天广场,611090733.5601561,667313797.8668842,83733597.61639866,91447137.74433175,580634655.6981575,79316236.79524273
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),122742138.09517246,133788930.52389264,83523750.81463991,91040888.38782832,121978811.37155344,82989295.98155339
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,349045089.7473781,390167832.4395649,82598326.72269636,92494576.88666886,349940376.2110001,83778293.04000002
U_ORG_XM_JSLYSDSQ,江苏先进动力电池产业化项目（二期）一标段,82332545.36221948,89742474.44508801,82332545.36221948,89742474.44508801,81058998.32000001,81058998.32000001
U_ORG_XM_BZSYLXQ,霸州市云庐小区住宅,164538979.07520184,179347487.18949977,81750352.04482085,89107883.72748736,155125536.46797264,77058265.93271789
U_ORG_XM_DGXTC,东莞小天才生产中心,247471456.9455095,269743888.0694689,81033795.92202404,88326837.55418196,245847892.77222103,80497729.03622375
U_ORG_XM_JMHFSJ,江门华发四季,415741156.30143756,453158652.79575014,80842889.47628698,88181449.48254184,400690760.34122616,78111455.63725701
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,431800849.4588166,444110061.35857105,80162952.10534407,82300021.02420269,429446447.83000004,79753852.75
U_ORG_XM_BJZCCF,北京中钞厂房,316369526.04751647,348006478.70447046,77593847.31269377,85353232.05628276,311207013.33370006,76389222.3397
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,397608176.3153559,437368993.94099665,76928226.36889972,84621049.00472295,388745871.75674576,75408308.29485457
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,323453681.2957255,352564512.609302,75232311.45812888,82003219.4872803,294146327.84475243,68450797.89887768
U_ORG_XM_SZJCBZZ,深圳机场调蓄池泵闸站,112276633.28418444,115578510.66312854,74697984.85625316,76895808.67072414,111111120.10213588,73923875.09213592
U_ORG_XM_ASJGS,鞍山市公安局监管场所新建,75006581.2069755,81757173.5156107,74626310.00771679,81342677.90841872,73701639.22,73327995.88999999
U_ORG_XM_ZZJYZX,郑州建业中心,158675811.9012134,174659145.36906385,72857299.93065281,80195140.26141965,140519335.8145133,64520406.384513274
U_ORG_XM_SYSKRY,沈阳首开如院,178740884.37617844,194827563.97143328,71849632.56152937,78316099.49235205,169717953.79712898,68720751.75776698
U_ORG_XM_BJWKWX,北京万科望溪,256605414.66633204,279699901.98937315,70847886.87546532,77224196.69569683,253400247.04,69867453.18
U_ORG_XM_BJTKSQ,北京泰康之家燕园三期,70256250.14264998,76579312.65586315,70256250.14264998,76579312.65586315,69553687.64000002,69553687.64000002
U_ORG_XM_QHBT,北京清华大学北体育馆,215739932.13756087,235429755.85448185,67123759.70384054,73483002.25179823,211686673.83,66309759.70999999
U_ORG_XM_CDZGSF,成都中国商飞民机示范产业园二期,86943989.99941638,94768949.10376993,65760762.769735344,71679231.42202489,86711526.55893204,65609035.43893205
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,818809246.7442826,900690171.4242301,64865923.67484995,71352516.04281534,758228457.7138798,60156057.05063025
U_ORG_XM_GZWXN,广州维信诺第6代柔性AMOLED模组生产线,554516798.8665537,603965664.0005013,64786145.64819412,70438806.18847816,551085607.2726675,64393914.98169902
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,218963086.18624744,238669763.94511124,64715862.44452929,70540290.06516054,208118084.34000003,61512626.95999999
U_ORG_XM_ZZJYJD,郑州市建业拾捌壹期机电,83963543.16085473,91520262.04378483,63357812.28018388,69060015.38423322,78703061.61999999,59388320.41
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,63359258.47213677,69061591.73509824,62796482.675786845,68448166.11706968,62921233.28016181,62362959.69016182
U_ORG_XM_QDHFSJ,青岛华发四季,289874156.4236308,315953876.43332106,61787302.55609734,67334488.98742123,273046571.03451216,58234409.66784106
U_ORG_XM_ZHHFGC,珠海华发广场,185145267.38795447,203659794.10292283,61166862.46011375,67283548.69826056,173824510.64305118,57463992.58619901
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,1746354902.8527646,1798745549.9497318,61067654.21156788,62899683.83923465,1734438180.47766,60574844.379999995
U_ORG_XM_YCXJTJ,运城新建铜基新材料基地,60830415.16447545,66305152.528836206,60830415.16447545,66305152.528836206,59846817.84000001,59846817.84000001
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,548791426.1268512,601684928.5771809,60400691.406104624,66127926.05880782,537081694.5730753,59448724.74361001
U_ORG_XM_YTABND,烟台爱博诺德医用材料生产,112647937.74097915,122786252.14307767,59983739.90750238,65382276.505868345,110286522.99000002,58777281.72
U_ORG_XM_XAYLAZF,西安阎良三四七区安置房,82628111.02899262,90064641.0214885,59774215.572621785,65153894.97408897,81175325.18209675,58728161.60209674
U_ORG_XM_DTZLDSJ,大同中联绿色大数据产业基地,174962756.34437406,191407298.71608013,58350434.241217725,64125393.16723234,162205970.448,54740046.118
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,566060830.8365825,622427688.7806367,57809636.42713666,63554235.89808476,564040490.7058233,57644371.21000001
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,413449240.6198399,458252503.4725448,57178315.64844201,63457780.954674065,399820223.4597476,55256991.019999996
U_ORG_XM_FSSDYXQ,佛山市东亚项目西区EPC,239795426.9455809,261388674.8380223,57148504.205086485,62302515.69711693,221465355.07999995,54035178.56
U_ORG_XM_SHXYDJD,上海商汤科技新一代人工智能计算和赋能平台机电,57146202.07814153,62289360.265089326,57146202.07814153,62289360.265089326,55521240.40000001,55521240.40000001
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,457976007.6754013,505049179.762519,56954236.301728636,62921048.07864292,442236907.09,55449674.9
U_ORG_XM_TJDTQHX,天津地铁7号线一期工程PPP项目土建10标段,104626036.31747028,114042379.5857781,56891812.195452355,62012075.29289924,102926422.63,55967624.43
U_ORG_XM_BJJCBDT,北京精测半导体设备及准分子激光器,56614004.97277283,61709265.419204816,56614004.97277283,61709265.419204816,56278046.69999999,56278046.69999999
U_ORG_XM_WHHXGD,武汉华星光电t3,862767599.3390995,876390116.7998421,55013448.32305565,55313944.693270326,842984140.62,54576157.15
U_ORG_XM_CDXJYBF,成都新津御宾府,174156274.77753747,189830338.89324066,54499343.942147896,59404284.470273584,163160599.062553,51304061.147000015
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,994181487.7920023,1091977829.3693476,54333603.88508111,59676542.304390036,988484118.7719791,54012007.31
U_ORG_XM_BJHQGYDJQ,北京环球度假区,709745409.5070323,774185050.1742253,53573307.726545036,58420175.147289045,704027279.8161806,53296882.539397724
U_ORG_XM_ZJHFXCHY,湛江华发新城花园,312753564.0904038,340901384.8605482,50874767.73362364,55453496.828427896,298001641.2149458,48580297.01431
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,397616410.6791575,433401887.6414449,50207536.362617604,54726214.63539468,396311794.32671744,50041723.64
U_ORG_XM_BJXXCXYEQ,中国电信北京信息科技创新园科研数据中心,163436237.48676294,180213684.35377312,50023731.46063701,52637906.341812514,160184314.191,49605458.15999999
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,2310409666.677062,2325701553.8706303,48969880.04947295,49215573.81492006,2308904302.24,48971919.28999999
U_ORG_XM_BJWKQXS,北京万科七橡墅,553847964.137488,603142721.4531217,48875016.63143775,53211433.82467078,504177429.2778199,44675870.708650485
U_ORG_XM_HFDC,合肥鼎材新型显示配套高端电子材料生产基地,47850645.13420619,52144096.39747972,47690538.05263753,51969579.67857829,47537396.59,47378340.83
U_ORG_XM_ZHZWKCZX,珠海正威科创中心,47240727.57814911,51492393.06030039,47240727.57814911,51492393.06030039,47004523.94,47004523.94
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,108374085.41132548,118127753.095449,45499547.60871911,49594506.89274004,104238770.1,43529148.760000005
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,413022553.5160765,450187241.67967606,45388890.46428082,49473681.78090775,410870353.84189105,45242368.599136
U_ORG_XM_GZLGGP3,广州LG Display GP3,445992866.989929,486132225.0171864,44771259.97935033,48800673.377307534,443472962.95771515,44518297.91
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,291799903.9717771,318344459.0506914,43730445.47197213,47706954.529229075,275834459.9337864,41328271.99339806
U_ORG_XM_NJTS,南京腾讯华东云计算基地,172268134.12324023,187772266.1947853,43190317.09761347,47077445.636579946,170779824.31,42881339.77000001
U_ORG_XM_SZNSZD,深圳南山中国电子科技园,43168848.11290875,47054044.44273828,43168848.11290875,47054044.44273828,42703933.73,42703933.73
U_ORG_XM_TJTHC,天津天河城购物中心,727671177.4220691,741142350.6045291,43127329.654747024,44126039.75668758,720278382.2499999,42889351.730000004
U_ORG_XM_JSXHLZX,嘉兴市嘉善县健康护理中心,87143137.14997016,94986019.4964863,43062810.237041146,46938463.15984567,85785328.05,42393880.64
U_ORG_XM_HKKGBSQ,海口空港综合保税区监管设施,51266271.507598355,55880235.93993218,41412493.72835517,45139618.161604315,50973610.51,41181641.49
U_ORG_XM_GMSQB,北京中国国际贸易中心三期B阶段工程,815643600.647409,819793273.2825018,41034959.00766594,41243809.26558104,798314854.8199997,40162814.78
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,277026411.055254,278043488.3050007,40946389.45108531,41012669.49608273,273354771.80999994,40420256.019999996
U_ORG_XM_CDHJSSJ,成都黄甲尚善居C区,509370330.2188041,560307363.2882274,40125111.466906555,44137622.6171066,476388773.82136434,37506589.484466024
U_ORG_XM_FSJRJSS,佛山金融街三水,507375889.61721665,553065596.87268,39864296.002102025,43465206.67940311,495417878.2352935,38974530.010689326
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,723441668.9018598,794823032.2396309,39231117.88842184,43102757.06487232,715592030.2651901,38789169.400000006
U_ORG_XM_DGOPPOJD,东莞OPPO滨海湾数据中心机电,39176493.39554142,42702377.80017875,39176493.39554142,42702377.80017875,38468086.99,38468086.99
U_ORG_XM_BJHPC,北京和平村,428731133.45555353,475891558.14970034,39049620.67625938,43345078.95517893,412472825.94,37865561.53000001
U_ORG_XM_MSKHMY,莫斯科中国贸易中心项目,1533184478.525,1839821374.23,39028500,46834200,,
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,402199694.2593376,438295713.9235622,38925316.54835422,41804594.864969976,396490045.91999996,38542570.46000001
U_ORG_XM_HNWYBWH,河南舞阳北外环,42830398.6311335,46685134.50749191,38907853.71633763,42409560.55040504,39058686.58,35481567.120000005
U_ORG_XM_WFYLJMSQ,潍坊怡力精密四期1#2#厂房机电,38615192.870141186,42090560.22754884,38615192.870141186,42090560.22754884,38374333.38000001,38374333.38000001
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,56410104.99537316,61487014.44167833,38363541.043075986,41816259.73472323,54635832.25427201,37156888.70427201
U_ORG_XM_TJSCZBZ,天津首创中北镇,208759130.91751096,227940655.2886441,38243980.549403,41775272.428324714,201275279.78,36956382.29000001
U_ORG_XM_AHWHYJSYY,安徽芜湖皖南医学院弋矶山医院,182031037.81603003,200234141.5943238,38100954.4968862,41911049.94568402,172899564.099171,36508660.716549605
U_ORG_XM_BJZXZS,北京中芯北方BO2剩余楼层装修,37999132.605583586,41419054.542404205,37999132.605583586,41419054.542404205,37786029.900000006,37786029.900000006
U_ORG_XM_NTRCGSD2,通锡高速公路海门至通州段TXGS-LJ3项目部第2分部,37251339.16212428,40603959.686374694,37251339.16212428,40603959.686374694,36878825.769999996,36878825.769999996
U_ORG_XM_SXDTZDYQ,山西大同正大一期,234155148.1909636,255246529.96138343,37188338.3448455,40889602.47562784,230835969.80999997,36636863.2
U_ORG_XM_GZYXBDT,广州粤芯半导体,412174103.39755857,448990651.0026328,36353952.74308123,39336817.6513156,398792120.9614712,34205909.17
U_ORG_XM_NTRCGSD1,通锡高速公路海门至通州段TXGS-LJ3项目部第1分部,36194491.68237767,39451995.93397143,36194491.68237767,39451995.93397143,35796352.26988325,35796352.26988325
U_ORG_XM_BJZGYD,北京中国移动博瑞琪大厦装修改造,35974571.694717355,39212283.14737201,35974571.694717355,39212283.14737201,35679928.61,35679928.61
U_ORG_XM_SZPAGJJRZX,深圳平安国际金融中心,1650814750.424022,1665575222.0280695,35844794.92011009,36173165.41917505,1543094330.3399997,33518710.73000003
U_ORG_XM_ZJKQSMZ,张家口下花园浅山名筑住宅小区,46414845.815314025,50592181.938038215,35609712.637735635,38814586.774630524,44656652.54330042,34261681.87330042
U_ORG_XM_SZLXCXY,深圳联想创新科技园综合机电,34577102.47556959,37689041.69814433,34577102.47556959,37689041.69814433,33442298.77,33442298.77
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,488518172.97718537,532484808.54632485,34446345.94056355,37546517.075111926,467000316.07890016,33089921.990000002
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,41677074.3912267,45530719.00160463,34062096.20022097,37211626.61610324,40678307.83,33245818.110000007
